Average Response Time,Request Type,Frequency,Size
12.213932815939188,0,0,2
11.859884951263666,0,0,2
14.436292927712202,0,0,2
10.521098040044308,0,0,2
11.340260971337557,0,0,2
16.51183795183897,0,0,2
13.732541352510452,0,0,2
11.14476379007101,0,0,2
45.47754628583789,0,0,2
23.34672026336193,0,0,2
20.12870740145445,0,0,2
22.861533798277378,0,0,2
21.447187289595604,0,0,2
58.091733139008284,0,0,2
19.313341937959194,0,0,2
24.283532984554768,0,0,2
13.602711260318756,0,0,2
7.9590133391320705,0,0,2
12.607940938323736,0,0,2
11.437343899160624,0,0,2
9.423949755728245,0,0,2
17.204580828547478,0,0,2
12.597728986293077,0,0,2
11.153537780046463,0,0,2
42.8224541246891,0,0,2
49.22161204740405,0,0,2
33.784512896090746,0,0,2
20.370611920952797,0,0,2
29.373107943683863,0,0,2
46.93556483834982,0,0,2
26.10384114086628,0,0,2
23.39136553928256,0,0,2
82.76941673830152,0,0,2
87.67449576407671,0,0,2
61.7131432518363,0,0,2
15.5090750195086,0,0,2
94.32366117835045,0,0,2
25.746631901711226,0,0,2
78.12882494181395,0,0,2
21.31519839167595,0,0,2
36.832994781434536,0,0,2
39.39384687691927,0,0,2
18.514146097004414,0,0,2
25.17586713656783,0,0,2
19.55487299710512,0,0,2
42.62766893953085,0,0,2
40.875812992453575,0,0,2
24.49556067585945,0,0,2
18.921595998108387,0,0,2
24.610695894807577,0,0,2
12.381048873066902,0,0,2
12.49033072963357,0,0,2
23.30006007105112,0,0,2
31.74191201105714,0,0,2
13.860590290278196,0,0,2
19.07574897632003,0,0,2
62.60416703298688,0,0,2
64.59144223481417,0,0,2
19.886960741132498,0,0,2
49.97966019436717,0,0,2
14.741810038685799,0,0,2
16.48536417633295,0,0,2
18.185088876634836,0,0,2
23.670341353863478,0,0,2
13.7526486068964,0,0,2
18.570817075669765,0,0,2
15.054135117679834,0,0,2
9.574030060321093,0,0,2
10.37189131602645,0,0,2
10.496085975319147,0,0,2
9.081542026251554,0,0,2
11.212097015231848,0,0,2
13.572260271757841,0,0,2
8.041996974498034,0,0,2
9.680299088358879,0,0,2
10.961370076984167,0,0,2
11.035800911486149,0,0,2
17.80074182897806,0,0,2
10.326371993869543,0,0,2
11.636825278401375,0,0,2
19.173517357558012,0,0,2
8.778891060501337,0,0,2
10.160753037780523,0,0,2
11.156461201608181,0,0,2
10.07466297596693,0,0,2
7.791569922119379,0,0,2
16.98220008984208,0,0,2
17.0489982701838,0,0,2
23.903784807771444,0,0,2
19.69668874517083,0,0,2
22.244507912546396,0,0,2
27.61242026463151,0,0,2
33.07230398058891,0,0,2
25.391635950654745,0,0,2
23.72297178953886,0,0,2
13.993662316352129,0,0,2
76.7509019933641,0,0,2
18.551430199295282,0,0,2
81.83838007971644,0,0,2
15.89170703664422,0,0,2
29.606278985738754,0,0,2
75.68205893039703,0,0,2
80.13421716168523,0,0,2
78.88952689245343,0,0,2
41.51082364842296,0,0,2
23.192828055471182,0,0,2
27.2459601983428,0,0,2
25.858564767986536,0,0,2
46.37319268658757,0,0,2
36.67178237810731,0,0,2
38.873794954270124,0,0,2
43.79535838961601,0,0,2
17.782895360141993,0,0,2
42.14694909751415,0,0,2
20.22736007347703,0,0,2
27.78975712135434,0,0,2
13.420956674963236,0,0,2
50.270240753889084,0,0,2
40.2739061973989,0,0,2
38.20529021322727,0,0,2
20.067583303898573,0,0,2
16.40568394213915,0,0,2
18.274760339409113,0,0,2
18.249726854264736,0,0,2
15.462468843907118,0,0,2
19.519538152962923,0,0,2
11.610963381826878,0,0,2
13.662552926689386,0,0,2
12.326946947723627,0,2,1
7.719071116298437,0,2,1
3.285281825810671,0,2,1
16.40768488869071,0,2,1
4.2281439527869225,0,2,1
19.173237960785627,0,2,1
24.844925850629807,0,2,1
24.86790530383587,0,2,1
4.362571984529495,0,2,1
7.84026924520731,0,2,1
6.528834812343121,0,2,1
20.130987279117107,0,2,1
6.378597114235163,0,2,1
7.610823027789593,0,2,1
5.096078850328922,0,2,1
5.933200940489769,0,2,1
9.071837179362774,0,2,1
15.55395731702447,0,2,1
10.579257737845182,0,2,1
19.090821035206318,0,2,1
9.148980025202036,0,2,1
5.762158893048763,0,2,1
13.3055136539042,0,2,1
8.21404019370675,0,2,1
10.07821736857295,0,2,1
15.120366122573614,0,2,1
6.042378954589367,0,2,1
5.104351323097944,0,2,1
16.226341016590595,0,2,1
4.0477910079061985,0,2,1
4.714456386864185,0,2,1
18.726371694356203,0,2,1
11.677456088364124,0,2,1
12.479186989367008,0,2,1
13.358131982386112,0,2,1
7.674776948988438,0,2,1
8.885832969099283,0,2,1
8.343957830220461,0,2,1
27.381360065191984,0,2,1
5.089244339615107,0,2,1
3.97782726213336,0,2,1
5.516200326383114,0,2,1
16.332059167325497,0,2,1
10.391405783593655,0,2,1
8.709974586963654,0,2,1
19.73794586956501,0,2,1
5.912194028496742,0,2,1
13.626796659082174,0,2,1
3.9660921320319176,0,2,1
6.0068173334002495,0,2,1
8.453636895865202,0,2,1
7.108182180672884,0,2,1
7.3135788552463055,0,2,1
8.414498995989561,0,2,1
6.7169819958508015,0,2,1
152.80316397547722,0,2,1
6.752254907041788,0,2,1
35.12449096888304,0,2,1
7.329810876399279,0,2,1
8.265263866633177,0,2,1
4.2026229202747345,0,2,1
7.891541346907616,0,2,1
6.466520018875599,0,2,1
5.75646897777915,0,2,1
7.481311913579702,0,2,1
5.037293303757906,0,2,1
9.346741251647472,0,2,1
4.808343015611172,0,2,1
4.237093962728977,0,2,1
8.655848912894726,0,2,1
6.871216930449009,0,2,1
5.494018085300922,0,2,1
31.41853865236044,0,2,1
18.07734277099371,0,2,1
3.488378133624792,0,2,1
4.302212968468666,0,2,1
9.553206153213978,0,2,1
4.926286172121763,0,2,1
8.465575985610485,0,2,1
24.96721874922514,0,2,1
6.404377985745668,0,2,1
14.280786737799644,0,2,1
15.394486952573061,0,2,1
7.22506083548069,0,2,1
11.076467111706734,0,2,1
16.609780956059694,0,2,1
5.397961940616369,0,2,1
4.564964212477207,0,2,1
6.836076267063618,0,2,1
6.599484942853451,0,2,1
7.0353359915316105,0,2,1
6.773984059691429,0,2,1
5.548109766095877,0,2,1
4.519926849752665,0,2,1
10.783246718347073,0,2,1
11.541389860212803,0,2,1
10.879273060709238,0,2,1
5.705269984900951,0,2,1
8.408114314079285,0,2,1
11.971681844443083,0,2,1
6.570850033313036,0,2,1
7.511665113270283,0,2,1
9.026315063238144,0,2,1
6.6183144226670265,0,2,1
10.751484893262386,0,2,1
5.696839187294245,0,2,1
11.455034837126732,0,2,1
14.713752083480358,0,2,1
6.79685128852725,0,2,1
3.897021058946848,0,2,1
4.026914015412331,0,2,1
3.8455063477158546,0,2,1
11.674512643367052,0,2,1
18.096421379595995,0,2,1
8.427855093032122,0,2,1
17.888163682073355,0,2,1
8.91021080315113,0,2,1
29.33816099539399,0,2,1
4.042909946292639,0,2,1
6.222262978553772,0,2,1
12.893493752926588,0,2,1
13.551856856793165,0,2,1
27.39153616130352,0,2,1
6.482381839305162,0,2,1
10.285020340234041,0,2,1
4.39697690308094,0,2,1
9.251066017895937,0,2,1
3.594879060983658,0,2,1
10.205485858023167,0,2,1
7.166093215346336,0,2,1
5.7526929304003716,0,2,1
6.5711308270692825,0,2,1
13.056227006018162,0,2,1
4.389522131532431,0,2,1
7.755288854241371,0,2,1
7.597285322844982,0,2,1
4.625359084457159,0,2,1
3.673573024570942,0,2,1
3.6992928944528103,0,2,1
11.727744247764349,0,2,1
7.387107703834772,0,2,1
8.16786428913474,0,2,1
5.511638708412647,0,2,1
6.329392082989216,0,2,1
12.677265331149101,0,2,1
14.171929098665714,0,2,1
3.8329828530550003,0,2,1
6.107569206506014,0,2,1
21.917299833148718,0,2,1
6.429051980376244,0,2,1
5.0385380163788795,0,2,1
5.26050990447402,0,2,1
7.827207911759615,0,2,1
24.204331915825605,0,2,1
6.363016087561846,0,2,1
6.344200111925602,0,2,1
8.0472850240767,0,2,1
7.352226879447699,0,2,1
9.570826310664415,0,2,1
5.626840982586145,0,2,1
9.04884422197938,0,2,1
26.40388673171401,0,2,1
19.434527028352022,0,2,1
6.766086909919977,0,2,1
3.4291748888790607,0,2,1
